,Number_Episode,Dates,Detectives,Title,Place,Links,Ratings,Ratingcounts,TV_stations,Amount_actors,Story,Director,Script,Camera,Story_words_amount,Story_len,Amount_Director,Amount_Script,Amount_Camera,Viewers_absolute,Viewers_%,Ranking,Ranking_after_1990,Ranking_city,Ranking_city_after_1990,Actors,Year,Month,Day,Ratings_simple
332,770,2010-05-09,Dellwo/Sänger,Am Ende des Tages,Frankfurt,https://www.tatort-blog.de/folgen/tatort-frankfurt/am-ende-des-tages/,3.3,418.0,HR,19,"Nick Graf wird nach 20 Jahren aus dem Gefängnis entlassen. In den 1970er und 1980er Jahren hatte er - zusammen mit seiner Frau Gina - eine Reihe brutaler Banküberfälle verübt. Heute ist er todkrank und hat nichts mehr zu verlieren. Er hat nur noch einen Gedanken: Rache an Rudi Fromm, der ihn damals verhaftet hat. Fromm war Leiter der Mordkommission und somit Chef der Kommissare Fritz Dellwo und Charlotte Sänger. Obwohl Fromm inzwischen im Ruhestand ist, nimmt er den Kampf auf. Er taucht unter und will seinen Widersacher auf eigene Faust finden. Dellwo und Sänger versuchen, Fromm aufzuspüren und das Schlimmste abzuwenden. Doch während sie auf der Suche nach Graf und Fromm sind, erfahren sie Dinge über ihren ehemaligen Chef, von denen sie bislang nichts vermutet hatten. Letztlich kommt sogar der Verdacht auf, Fromm könnte selbst ein Mörder sein. Fritz Dellwo wehrt sich vehement gegen diese Vorstellung. Er ist felsenfest davon überzeugt, dass sein alter Kollege zu einem Mord gar nicht fähig wäre. Oder etwa doch? ",Titus Selge,Titus Selge,Frank Blau ,167,1025,1,1,1,7.61,22.0,785.0,583.0,46.0,28.0,"['Andrea Sawatzki', 'Jörg Schüttauf', 'Antonio Wannek', 'Richard Sammel', 'Matthias Scheuring', 'Tom Schilling', 'Jördis Triebel', 'Kim Riedle', 'Constantin von Jascheroff', 'Walter Renneisen', 'Georg Friedrich', 'Barbara Focke', 'Rolf Becker', 'Jule Gartzke', 'Brigitte Karner', 'Thomas Balou Martin', 'Michael Lott', 'Peter Lerchbaumer', 'Angelika Bartsch', nan]",2010,05,09,33
333,769,2010-08-29,Eisner,"Glaube, Liebe, Tod",Wien,https://www.tatort-blog.de/folgen/tatort-wien/glaube-liebe-tod/,3.4,208.0,ORF,17,"Die 23-jährige Studentin Anna Kaber ist unter mysteriösen Umständen ums Leben gekommen. Sie wird im Rohbau eines Einfamilienhauses aufgefunden, ihr langes blondes Haar ist wie ein Kranz ausgebreitet und sie trägt eine Halskette mit zwei ineinander gelegten Händen als Anhänger. Am Tatort steht ein Kamerastativ und auf der Innenseite der Tür fehlt die Klinke. Zudem scheint in einem Nebenzimmer ein Aufpasser gewohnt zu haben. Wurde die junge Frau hier gefangen gehalten? Der auffällige Anhänger der Halskette führt Sonderermittler Moritz Eisner zur Glaubensgemeinschaft ""Epitarsis"", deren Logo genau dieses Hände-Symbol ist und zu deren Mitgliedern Anna gehörte. Doch innerhalb der Sekte ist man zu Allem bereit, um Schaden von der weltweit agierenden, mächtigen Sekte abzuwenden. Die Chefin Katharina Leupold hat einen einflussreichen Vertrauten bei der Staatsanwaltschaft, der ihr ein vertrauliches Dossier über Moritz Eisner ausgehändigt hat. Obwohl sie ihm gegenüber bereitwillig ihre Mithilfe zur Aufklärung des Mordes verspricht, merkt Moritz Eisner schnell, dass hier ein abgekartetes Spiel gespielt wird und alle Befragten das Blaue vom Himmel herunterlügen... ",Michi Riebl,Lukas Sturm,Josef Anton Mittendorfer ,166,1170,1,1,1,8.11,23.4,653.0,451.0,34.0,7.0,"['Harald Krassnitzer', 'Johannes Silberschneider', 'Christopher Schärf', 'Florian Teichtmeister', 'Sarah Tkotsch', 'August Zirner', 'Andreas Vitásek', 'Victoria Trauttmansdorff', 'Deniz Raunig', 'Magdalena Kronschläger', 'Franziska Hackl', 'Michou Friesz', 'Alma Hasun', 'Elfriede Irrall', 'Hubert Kramar', 'Isabel Karajan', 'Catherine Andree', nan, nan, nan]",2010,08,29,34
334,768,2010-08-22,Odenthal/Kopper,Hauch des Todes,Ludwigshafen,https://www.tatort-blog.de/folgen/tatort-ludwigshafen/hauch-des-todes/,3.6,478.0,SWR,13,"50. Einsatz für Lena Odenthal im Tatort Ludwigshafen. Ihr Jubiläumsfall beginnt mit dem Fund einer Frauenleiche im Hafen, die dort betont auffällig deponiert wurde. Bald wird den Ermittlern klar, dass diese Inszenierung auf einen Serientäter hindeutet. Lena Odenthal und ihr Kollege Mario Kopper machen sich auf die Suche nach vergleichbaren Fällen und stoßen dabei auf weitere ungeklärte Frauenmorde mit ganz ähnlichem Tatverlauf. Unterstützung erhalten sie von der Mannheimer Kollegin Martina Schönfeld, die auf neue Erkenntnisse im Mordfall an ihrer Schwester hofft. Die Ermittlungen bringen eine Vielzahl von Spuren und Hinweisen ans Tageslicht. So viele, dass die Kommissare misstrauisch werden: Hat der Täter absichtlich Beweise hinterlassen um sie in die Irre zu führen? Als ein weiterer Frauenmord geschieht, ist Lena Odenthal klar, dass der Täter nicht aufhören wird zu morden - und dass sie haargenau in sein Opferschema passt... ",Lars Montag,Jürgen Werner,Cornelia Wiederhold ,139,940,1,1,1,7.0,23.0,693.0,491.0,36.0,36.0,"['Ulrike Folkerts', 'Andreas Hoppe', 'Gerhard Piske', 'Lars Rudolph', 'Annalena Schmidt', 'Rita Winkelmann', 'Sven Pippig', 'Stephanie Kämmer', 'Judith Engel', 'Peter Espeloer', 'Katja Bürkle', 'Buenaventura Braunstein', 'Lars Eidinger', nan, nan, nan, nan, nan, nan, nan]",2010,08,22,36
335,767,2010-04-07,Eisner,Operation Hiob,Wien,https://www.tatort-blog.de/folgen/tatort-wien/operation-hiob/,3.5,265.0,ORF,18,"Der Finanzchef des Österreichischen Herion-Syndikats wird ermordet. Das Bundeskriminalamt nimmt dies zum Anlass für Untersuchungen und teilt Moritz Eisner der ""Operation Hiob"" zu. Mit Eisners Hilfe soll ein verdeckter Ermittler, der bereits vor Jahren im Drogensyndikat eingeschleust wurde, an den Kopf der Organisation herangeführt werden, um diesen endlich zu Fall zu bringen. Zunächst entwickelt sich auch alles nach Plan. Bei seinen Ermittlungen stößt Moritz Eisner auf eine kriminelle Vereinigung, die ebenfalls in den Drogenhandel drängt und das bislang beherrschende Syndikat gezielt angreift. Er versucht, einen Krieg der verfeindeten Organisationen zu verhindern und die Identität des verdeckten Ermittlers zu schützen. Dabei gerät er jedoch immer tiefer in das Netzwerk von organisiertem Verbrechen und korrumpierter Macht. Misstrauen und Paranoia bestimmen fortan seinen Alltag und bei der finalen Auseinandersetzung in Bratislava muss Eisner erkennen, dass es unmöglich ist, im Kampf gegen die Syndikate eine weiße Weste zu behalten...  ",Nikolaus Leytner,Max Gruber,Hermann Dunzendorfer ,147,1049,1,1,1,5.94,20.7,891.0,689.0,56.0,3.0,"['Harald Krassnitzer', 'Nicholas Ojczarek', 'Robert Notsch', 'Christian Pogats', 'Eugen Privu', 'Sarah Tkotsch', 'Marcus Thill', 'Heribert Sasse', 'Arben Murseli', 'Alexander Levit', 'Max Gruber', 'Darina Dujmic', 'Christian Dolezal', 'Kasem Hoxha', 'Peter Karolyi', 'Astrit Alihajdaraj', 'Hubert Kramar', 'Jürgen Maurer', nan, nan]",2010,04,07,35
336,766,2010-06-06,Saalfeld/Keppler,Heimwärts,Leipzig,https://www.tatort-blog.de/folgen/tatort-leipzig/heimwaerts/,3.0,140.0,MDR,14,"Die junge Altenpflegerin Anna Kowski wird ermordet in ihrem Keller gefunden. Kommissarin Eva Saalfeld und ihr Kollege Andreas Keppler fahren zu Familie Holst, deren demenzkranken Opa Karl die Pflegerin am Vorabend noch versorgt hatte. Die Familie berichtet von einem Streit zwischen Anna und ihrem Ex-Freund Daniel Bergmann bei ihnen vor dem Haus. Daniel Bergmann wird unter Mordverdacht auf das Präsidium gebracht und verhört. Doch anstatt den Mord zu gestehen, belastet er Mike Breuker, Annas Chef bei der mobilen Pflegefirma ""BreuCare24"". Anna wollte sich offenbar gegen ihn zur Wehr setzen, da er seine Mitarbeiter ausgebeutet und unter Druck gesetzt haben soll. Doch dann gibt es ein zweites Opfer: Elsa Kluge, eine ehemalige Patientin von Anna, wird tot in ihrem Haus gefunden. Jetzt stellt sich den Kommissaren die Frage, ob Anna wirklich die freundliche Pflegerin war, für die sie alle gehalten haben... ",Johannes Grieser,Heike Rübbert,Wolf Siegelmann ,141,912,1,1,1,8.1,25.4,483.0,281.0,12.0,2.0,"['Simone Thomalla', 'Martin Wuttke', 'Kai Schumann', 'Swetlana Schönfeld', 'Joachim Tomaschewsky', 'Anne Werner', 'Maxim Mehmet', 'Günther Kurze', 'Antonia Gerke', 'Johanna Gastdorf', 'Nina Gummich', 'Stefan Konarske', 'Karl Kranzkowski', 'Dirk Borchardt', nan, nan, nan, nan, nan, nan]",2010,06,06,30
337,765,2010-05-30,Lürsen/Stedefreund,Schlafende Hunde,Bremen,https://www.tatort-blog.de/folgen/tatort-bremen/schlafende-hunde/,3.2,227.0,RB,12,"Als die Bremer Rentnerin Ruth Thalheim tot in ihrer Wohnung gefunden wird, deutet zunächst nichts auf ein Verbrechen hin. Doch Kommissarin Inga Lürsen findet Ungereimtheiten, die sie nicht an einen natürlichen Tod glauben lassen. Gemeinsam mit ihrem Kollegen Nils Stedefreund ermittelt sie, dass die Tote in der DDR als politische Gefangene in Haftwar und von Hans Rodenburg, einem einflussreichen Bremer Unternehmer, finanziell unterstützt wurde. Rodenburgs sozialistische Vergangenheit führt Lürsen und Stedefreund auf die Spur alter Stasi-Seilschaften und zu dem Verdacht des illegalen Waffenhandels. Bald wissen die beiden Kommissare nicht mehr, welchen Aussagen sie noch glauben schenken können. Offenbar werden sie bewusst getäuscht...  ",Florian Baxmeyer,"Wilfried Huismann, Dagmar Gabler",Marcus Kanter ,104,743,1,2,1,9.25,25.9,447.0,245.0,12.0,,"['Sabine Postel', 'Oliver Mommsen', 'Jürgen Prochnow', 'Laura Tonke', 'Thomas Ziesch', 'Heinz-Werner Kraehkamp', 'Julika Jenkins', 'Matthias Brenner', 'Liane Düsterhöft', 'Marie Anne Fliegel', 'Winfried Hammelmann', 'Kai Ivo Baulitz', nan, nan, nan, nan, nan, nan, nan, nan]",2010,05,30,32
338,764,2010-05-24,Ritter/Stark,Hitchcock und Frau Wernicke,Berlin,https://www.tatort-blog.de/folgen/tatort-berlin/hitchcock-und-frau-wernicke/,3.4,755.0,RBB,10,"Irmgard Wernicke ist eine der letzten Trümmerfrauen, die Berlin nach dem Zweiten Weltkrieg wieder aufgebaut haben. Die Rentnerin lebt einsam in ihrer kleinen Wohnung und spricht mit ihren Wellensittichen. Wenn sie nicht fernsieht, beobachtet sie die umliegenden Häuser. Eines Morgens ruft sie bei der Mordkommission an und behauptet, im Haus gegenüber sei eine Frau ermordet worden. Die Kommissare Til Ritter und Felix Stark sprechen mit der alten Dame und nehmen die Ermittlungen in dem Loft auf, in dem der Mord geschehen sein soll. Der Weinhändler Benkelmann, dem die Wohnung gehört, gibt ihnen freundlich Auskunft. Eine Leiche oder Spuren eines Verbrechens gibt es aber nicht.  Ritter und Stark geraten dennoch mehr und mehr in den Bann der Geschichten der liebenswürdigen alten Frau Wernicke. Die Kommissare lernen auch die Krankenpflegerin Renate Müller und den Zivi Timo kennen. Dies sind die einzigen Menschen, mit denen Frau Wernicke noch näheren Kontakt hat. Als sich dann herausstellt, dass die alte Dame in der fraglichen Nacht Hitchcocks Thriller ""Fenster zum Hof"" im Fernsehen gesehen hat, werden die Zweifel lauter: Hat Frau Wernicke die Geschichte nur erfunden? Kurz darauf verschwindet Frau Wernicke, dafür tauchen Teile einer weiblichen Leiche auf. Ritter und Stark machen sich Vorwürfe. Hätten sie der alten Dame glauben und sie schützen sollen?  ",Klaus Krämer,Klaus Krämer,Ralph Netzer ,211,1366,1,1,1,7.91,24.8,539.0,337.0,34.0,8.0,"['Dominic Raacke', 'Boris Aljinovic', 'Jenny Schily', 'Ernst-Georg Schwill', 'Hans-Jochen Wagner', 'Steffen Münster', 'Aaron Altaras', 'Robert Höller', 'Barbara Morawiecz', 'Lotte Ohm', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2010,05,24,34
339,763,2010-05-16,Thiel/Boerne,Der Fluch der Mumie,Münster,https://www.tatort-blog.de/folgen/tatort-muenster/der-fluch-der-mumie/,3.6,670.0,WDR,18,"Vater Thiel entdeckt beim Entrümpeln einer alten Villa zufällig eine offenbar schon Jahrtausende alte Mumie. Den Auftrag zu der Aufräumaktion hatte Herbert Thiel von Judith Schorlemer, der Enkeltochter eines berühmten Archäologen, erhalten. Stammt die Mumie etwa von einer Forschungsreise ihres Großvaters im Nahen Osten? Der Leiter des Archäologischen Instituts der Universität Münster, Prof. Dr. Wilfried Kastner, ist außer sich vor Freunde über diesen Fund. Die Inschrift auf dem Schrein lässt vermuten, dass es sich bei der Mumie um ein Fundstück aus dem alten Persien handelt. Das wäre eine archäologische Sensation! Doch Prof. Karl-Friedrich Boerne, als Rechtsmediziner nicht nur am Todeszeitpunkt, sondern auch an der Todesursache interessiert, bezweifelt die archaische Herkunft der Mumie. Währenddessen hat es Kommissar Frank Thiel mit einer ""frischen"" Leiche zu tun. Der Gefängniswärter Mathias Reinhard wurde tot im Keller seines Hauses gefunden. Bei den Häftlingen war er als besonders harter Hund bekannt. Hat sich hier ein ehemaliger Insasse der JVA an ihm gerächt? Als Verdächtiger kommt Andreas Lechner in Frage, der gerade erst aus der Haft entlassen worden ist...  ",Kaspar Heidelbach,"Jan Hinter, Stefan Cantz",Achim Poulheim ,174,1183,1,2,1,10.24,28.6,293.0,92.0,18.0,8.0,"['Axel Prahl', 'Jan Josef Liefers', 'Jürgen Rißmann', 'David Scheller', 'Tobias Schenke', 'Justus von Dohnányi', 'ChrisTine Urspruch', 'Tina Seydel', 'Thomas Lawinky', 'Friederike Kempter', 'Anke Bruns', 'Anna Brodskaja', 'Dimitri Bilov', 'Ludger Burmann', 'Claus D. Clausnitzer', 'Mechthild Großmann', 'Peter Clös', 'Marijam Agischewa', nan, nan]",2010,05,16,36
340,762,2010-04-25,Lannert/Bootz,Blutgeld,Stuttgart,https://www.tatort-blog.de/folgen/tatort-stuttgart/blutgeld/,3.5,995.0,SWR,14,"Der Bankangestellte Marc Simon ist eigentlich ein ruhiger, unauffälliger Familienmensch. Doch als seine Frau und seine Tochter erschossen aufgefunden werden, gerät gerade er als Hauptverdächtiger ins Visier der Ermittlungen. Die beiden Hauptkommissare Thorsten Lannert und Sebastian Bootz durchleuchten das scheinbar perfekte Leben des Familienvaters und stoßen dabei auf gleich mehrere Geheimnisse.  Marc Simon führte ein Doppelleben und hatte neben Ehefrau und Tochter noch eine zweite Familie mit Cornelia König und dem gemeinsamen Sohn Florian. Außerdem hat er hohe Schulden angehäuft. Erst als die Ermittler tiefer in seine rätselhaften Finanzaktivitäten eintauchen, erkennen sie die wahre Dimension ihres Falls. Beim Versuch, seine Schulden loszuwerden, ist Marc Simon in die Fänge des organisierten Verbrechens geraten und hat Schwarzgelder der Mafia veruntreut. Und die will nun mit allen Mitteln zurückholen, was ihr gehört. Als Auftragskiller Marc Simons Sohn Florian entführen, um ihn als Druckmittel einzusetzen, sieht der Bankangestellte seine letzte Chance in einer Verzweiflungstat... ",Martin Eigler,Martin Eigler,Christoph Schmitz ,152,1100,1,1,1,8.47,25.1,505.0,303.0,36.0,8.0,"['Richy Müller', 'Felix Klare', 'Maja Schöne', 'Eric P. Caspar', 'Carolina Vera', 'Hans-Jochen Wagner', 'Birthe Wolter', 'Jonas Meyer', 'Lisa Martinek', 'Jürgen Hartmann', 'Stephan Kampwirth', 'Petra Kelling', 'Michael Abendroth', 'Mimi Fiedler', nan, nan, nan, nan, nan, nan]",2010,04,25,35
341,761,2010-04-04,Borowski,Tango für Borowski,Kiel,https://www.tatort-blog.de/folgen/tatort-kiel/tango-fuer-borowski/,3.5,298.0,NDR,7,"Kommissar Klaus Borowski (Axel Milberg) muss von Kiel nach Finnland reisen, um dort einen deutschen Jugendlichen zu verhören. Der 17-jährige Ralph Böttcher war in Deutschland an einem Raubüberfall beteiligt und wurde nach Finnland in ein Camp für straffällige Jugendliche geschickt. Doch als Borowski in dem kleinen Dorf ankommt, wird Ralph Mord und Vergewaltigung eines Mädchens aus der Gegend vorgeworfen, deswegen soll er nach Helsinki überführt werden. Gemeinsam mit seinem finnischen Kollegen Mikko macht sich Borowski auf die Reise, doch unterwegs kann Ralph fliehen. In den einsamen finnischen Wäldern beginnt nun die fieberhafte Suche nach dem vermutlichen Mörder. Doch je mehr Details der Kieler Tatort-Kommissar erfährt, desto mehr zweifelt er an Ralphs Schuld. Unterstützung bekommt er von Psychologin Frieda Jung, die dem Kommissar nachgereist ist. Sie finden heraus, dass das Opfer schwanger war und den Rocker Vallu mit dessen vermeintlicher Vaterschaft erpresst haben soll. Auch der flüchtige Ralph verdächtigt Vallu und versucht, ihn auf eigene Faust zu überführen. Bei einem Verhör beschuldigt Vallu jedoch den Sägewerksbesitzer Kalevi, das Mädchen getötet zu haben. Borowski und seine Kollegen finden bei Kalevi zahlreiche Opferbirken, unter denen menschliche Köpfe vergraben sind. Es handelt sich dabei um seit Jahren vermisste Touristen, von denen man annahm, sie hätten sich in den Wäldern verirrt. Auch Ralph ist unter den Opfern. Kalevi flüchtet, und bei der Suche nach ihm verirrt sich auch Borowski in den finnischen Wäldern, bis er schließlich auf ein Tango-Lokal stößt. Kurz bevor Kalevi festgenommen werden kann, bringt sich dieser um.  Doch der Massenmörder hat außer Ralph immer nur Liebespaare umgebracht. Das vergewaltigte Mädchen passt nicht in sein Schema. Die Polizei rückt erneut Vallu auf den Pelz, der schließlich zugibt, im Rausch den Mord begangen zu haben. ""Tango für Borowski"" wurde fast ausschließlich in Finnland gedreht und sorgte auch dort für große Aufmerksamkeit. Viele der Schauspieler waren Finnen, und viele landestypische Eigenheiten werden aufgegriffen. Regie führte mit Hannu Salonen ebenfalls ein Finne. Es war der letzte Kieler Tatort, in dem Maren Eggert als Psychologin Frieda Jung zu sehen war. Sie reist zwar früher ab, es wird jedoch kein Hinweis auf ihren weiteren Weg gegeben. ",Hannu Salonen,Clemens Murath,Andreas Doub ,349,2340,1,1,1,6.21,19.3,967.0,765.0,35.0,28.0,"['Antti Reini', 'Pekka Valkeejärvi', 'Thomas Kügel', 'Janne Hyytiänen', 'Maren Eggert', 'June Hyde', 'Florian Bartholomäi', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2010,04,04,35
342,760,2010-03-28,Batu,Vergissmeinnicht,Hamburg,https://www.tatort-blog.de/folgen/tatort-hamburg/vergissmeinnicht/,2.9,202.0,NDR,7,"Der verdeckte Ermittler Cenk Batu soll für das Landeskriminalamt einem Industriespion auf die Spur kommen und wird als Pressereferent Sinan Afra bei der Aircraft Performance and Technologies (APAT) eingeschleust. Immer wieder sind geheime Konstruktionspläne dieses Hamburger Triebwerksherstellers im Ausland aufgetaucht. Der Entwicklungschef Holger Lichtenhagen scheint ganz besonders verdächtig zu sein. Als Cenk Batu, alias Sinan Afra, überraschend zu seinem persönlichen Referenten befördert wird, bittet ihn Lichtenhagen zu einem vertraulichen Gespräch. Batu hofft, nun endlich neue Details zu erfahren. Aber ehe es zu dem Termin kommt wird die Leiche von Holger Lichtenhagen im Hamburger Hafen gefunden. Alles deutet auf Selbstmord hin. Auf der Beerdigung lernt Batu die attraktive Mia Andergast kennen, die uneheliche Tochter aus Lichtenhagens früherer Beziehung. Sie glaubt nicht daran, dass ihr Vater Selbstmord begangen hat und gerät bald selbst in Lebensgefahr... ",Richard Huber,"Christoph Darnstädt, Tim Krause",Martin Langer ,134,974,1,2,1,7.63,20.6,895.0,693.0,63.0,42.0,"['Mehmet Kurtuluş', 'Marie-Lou Sellem', 'Patrick von Blume', 'Désirée Nosbusch', 'Luise Helm', 'Peter Jordan', 'Hansjürgen Hürrig', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2010,03,28,29
343,759,2010-03-21,Ballauf/Schenk,Kaltes Herz,Köln,https://www.tatort-blog.de/folgen/tatort-koeln/kaltes-herz/,3.4,197.0,WDR,14,"Ein Mitarbeiter des Jugendamts wird erstochen in der völlig verwahrlosten Wohnung einer jungen Mutter aufgefunden. Sichtlich angetrunken taucht die Frau bei den Kommissaren Max Ballauf und Freddy Schenk am Tatort auf. Bevor sie am frühen Abend aufbrach, um die Nacht mit ihren Saufkumpanen zu verbringen, hatte sie ihre vierjährigen Tochter Clara ins Bett gebracht und die Zimmertür verriegelt - offensichtlich nicht zum ersten Mal. Doch Clara ist spurlos verschwunden. Gibt es eine Verbindung zwischen dem Mord und dem Verschwinden der kleinen Clara? Und vor allem: wo ist das Mädchen? Ballauf und Schenk befürchten Schlimmes und stürzen sich in die Ermittlungen. Was sie erleben stößt immer wieder an die Grenzen ihrer Vorstellungskraft. Doch dann entpuppt sich das, was zuerst wie ein grausamer Racheakt aussah, als Konsequenz aus einem skrupellosen Betrug...  ",Thomas Jauch,"Peter Dommaschk, Ralf Leuther",Clemens Messow ,131,864,1,2,1,9.88,26.6,382.0,180.0,34.0,27.0,"['Dietmar Bär', 'Klaus J. Behrendt', 'Dagmar Leesch', 'Tessa Mittelstaedt', 'Christian Tasche', 'Silvia Weiskopf', 'Thomas Lawinky', 'Falk Rockstroh', 'Miriam Horwitz', 'Joe Bausch', 'Christian Blümel', 'Isolda Dychauk', 'Winfried Hammelmann', 'Charly Hübner', nan, nan, nan, nan, nan, nan]",2010,03,21,34
